J307259000;Bodegon Unare, C.A.  ;1005;0;
J403315868;Operadora Puerto Ordaz 2013, C.A  ;1005;0;
J405280034;Operadora Las America, C.A  ;1005;0;
J406331384;Operadora Upata,CA;1005;0;
J407361988;Tu Bodegon de Alta Cilindrada, C.A  ;1005;0;
J407914812;Y Nos Vamos Pa' La Rumba, C.A  ;1005;0;
J408745577;RUMBON, C.A.;1005;0;
J500202334;Operadora Manuel Piar, C.A.  ;1005;0;
J080256034;La Casa de La Caña C.A(Ugarte Pelayo) ;2001;0;
J500259816;Super Expo Hogar, C.A.;2002;0;
J307259000;1005;MIERCOLES;20230130;
J403315868;1005;Miercoles;20230130;
J405280034;1005;MIERCOLES;20230130;
J406331384;1005;MIERCOLES;20230130;
J407361988;1005;MIERCOLES;20230130;
J407914812;1005;Viernes;20230130;
J408745577;1005;MIERCOLES;20230130;
J500202334;1005;MIERCOLES;20230130;
J080256034;2001;Miercoles;20230130;
J500259816;2002;MARTES;20230130;
1000;100046;59;0;0;20230130;
1000;100080;47;0;0;20230130;
1000;100081;104;0;0;20230130;
1000;100084;0;0;0;20230130;
1000;100085;48;0;0;20230130;
1000;100134;74;0;0;20230130;
1000;100151;1934;0;0;20230130;
1000;101214;64;0;0;20230130;
1000;101226;0;0;0;20230130;
1000;101564;1002;0;0;20230130;
1000;101566;0;0;0;20230130;
1000;103155;0;0;0;20230130;
1000;103254;104;0;0;20230130;
1000;103255;1829;0;0;20230130;
1000;103256;0;0;0;20230130;
1000;103574;143;0;0;20230130;
1000;104116;0;0;0;20230130;
1000;104119;1515;0;0;20230130;
1000;104121;0;0;0;20230130;
1000;104122;900;0;0;20230130;
1000;104120;0;0;0;20230130;
1000;104128;1352;0;0;20230130;
1000;104136;327;0;0;20230130;
1000;104138;0;0;0;20230130;
1000;104139;0;0;0;20230130;
1000;104141;0;0;0;20230130;
1000;104142;1326;0;0;20230130;
1000;104143;0;0;0;20230130;
1000;104147;34;0;0;20230130;
1000;104153;0;0;0;20230130;
1000;104156;187;0;0;20230130;
1000;104158;0;0;0;20230130;
1000;104236;0;0;0;20230130;
1000;104508;23;0;0;20230130;
1000;104509;0;0;0;20230130;
1000;105258;398;0;0;20230130;
1000;106832;530;0;0;20230130;
1000;107485;719;0;0;20230130;
1000;107489;0;0;0;20230130;
1000;672456;66;0;0;20230130;
1000;687167;21;0;0;20230130;
1000;688357;768;0;0;20230130;
1000;688413;125;0;0;20230130;
1000;688415;0;0;0;20230130;
1000;696639;125;0;0;20230130;
1000;696640;0;0;0;20230130;
1000;696641;0;0;0;20230130;
1000;697801;0;0;0;20230130;
1000;745137;0;0;0;20230130;
1000;750420;82;0;0;20230130;
1000;757577;0;0;0;20230130;
1000;759481;0;0;0;20230130;
1000;760702;5835;0;0;20230130;
1000;760704;0;0;0;20230130;
1000;761245;5324;0;0;20230130;
1000;761247;0;0;0;20230130;
1000;764073;4;0;0;20230130;
1000;768956;641;0;0;20230130;
1000;773032;0;0;0;20230130;
1000;773033;6;0;0;20230130;
1000;773035;69;0;0;20230130;
1000;776819;3477;0;0;20230130;
1000;776879;29;0;0;20230130;
2000;776879;67;0;0;20230130;
2000;688360;0;0;0;20230130;
2000;776819;1103;0;0;20230130;
2000;773035;48;0;0;20230130;
2000;773033;0;0;0;20230130;
2000;773032;0;0;0;20230130;
2000;768956;381;0;0;20230130;
2000;764073;0;0;0;20230130;
2000;761247;0;0;0;20230130;
2000;761245;1517;0;0;20230130;
2000;760704;0;0;0;20230130;
2000;760702;1234;0;0;20230130;
2000;759481;0;0;0;20230130;
2000;757577;0;0;0;20230130;
2000;750420;12;0;0;20230130;
2000;745137;0;0;0;20230130;
2000;697801;0;0;0;20230130;
2000;696641;0;0;0;20230130;
2000;696640;0;0;0;20230130;
2000;696639;116;0;0;20230130;
2000;688415;0;0;0;20230130;
2000;688413;72;0;0;20230130;
2000;688357;360;0;0;20230130;
2000;687167;19;0;0;20230130;
2000;672456;5;0;0;20230130;
2000;107485;240;0;0;20230130;
2000;106832;372;0;0;20230130;
2000;105258;72;0;0;20230130;
2000;104508;2;0;0;20230130;
2000;104236;0;0;0;20230130;
2000;104158;0;0;0;20230130;
2000;104156;30;0;0;20230130;
2000;104153;0;0;0;20230130;
2000;104147;17;0;0;20230130;
2000;104143;0;0;0;20230130;
2000;104142;643;0;0;20230130;
2000;104141;0;0;0;20230130;
2000;104139;0;0;0;20230130;
2000;104138;0;0;0;20230130;
2000;104136;85;0;0;20230130;
2000;104128;1873;0;0;20230130;
2000;104120;0;0;0;20230130;
2000;104122;304;0;0;20230130;
2000;104119;621;0;0;20230130;
2000;104116;1;0;0;20230130;
2000;103574;21;0;0;20230130;
2000;103256;0;0;0;20230130;
2000;103255;1156;0;0;20230130;
2000;103254;125;0;0;20230130;
2000;103155;0;0;0;20230130;
2000;101566;0;0;0;20230130;
2000;101564;126;0;0;20230130;
2000;101226;1;0;0;20230130;
2000;101214;19;0;0;20230130;
2000;100151;111;0;0;20230130;
2000;100134;71;0;0;20230130;
2000;100085;30;0;0;20230130;
2000;100084;0;0;0;20230130;
2000;100081;57;0;0;20230130;
2000;100080;7;0;0;20230130;
2000;100046;24;0;0;20230130;
3000;100046;82;0;0;20230130;
3000;100080;6;0;0;20230130;
3000;100081;22;0;0;20230130;
3000;100084;0;0;0;20230130;
3000;100134;4;0;0;20230130;
3000;100151;52;0;0;20230130;
3000;101214;3;0;0;20230130;
3000;101226;0;0;0;20230130;
3000;101564;119;0;0;20230130;
3000;103155;0;0;0;20230130;
3000;103254;13;0;0;20230130;
3000;103255;9;0;0;20230130;
3000;103574;1;0;0;20230130;
3000;104116;0;0;0;20230130;
3000;104119;3632;0;0;20230130;
3000;104122;108;0;0;20230130;
3000;104120;0;0;0;20230130;
3000;104128;659;0;0;20230130;
3000;104136;19;0;0;20230130;
3000;104138;0;0;0;20230130;
3000;104139;0;0;0;20230130;
3000;104141;0;0;0;20230130;
3000;104142;683;0;0;20230130;
3000;104147;1;0;0;20230130;
3000;104153;0;0;0;20230130;
3000;104156;6;0;0;20230130;
3000;104508;29;0;0;20230130;
3000;105258;56;0;0;20230130;
3000;106832;0;0;0;20230130;
3000;107485;19;0;0;20230130;
3000;672456;7;0;0;20230130;
3000;687167;17;0;0;20230130;
3000;688357;156;0;0;20230130;
3000;688413;84;0;0;20230130;
3000;696639;46;0;0;20230130;
3000;696640;0;0;0;20230130;
3000;696641;0;0;0;20230130;
3000;697801;0;0;0;20230130;
3000;750420;42;0;0;20230130;
3000;757577;0;0;0;20230130;
3000;759481;0;0;0;20230130;
3000;760702;22;0;0;20230130;
3000;760704;0;0;0;20230130;
3000;761245;25;0;0;20230130;
3000;764073;0;0;0;20230130;
3000;768956;82;0;0;20230130;
3000;773032;0;0;0;20230130;
3000;773033;0;0;0;20230130;
3000;773035;0;0;0;20230130;
3000;776819;52;0;0;20230130;
3000;776879;12;0;0;20230130;
1000;
2000;
3000;
105258;BAILEYS 0,750;12.0000;156.000000;0.7500;
104142;BUCHANAN´S DE LUXE 750ML;12.0000;480.000000;0.7500;
104147;BUCHANAN´S RED SEAL;6.0000;6.000000;0.7500;
761245;CACIQUE 500 GOLDEN;12.0000;420.000000;0.7500;
100151;CACIQUE ANEJO 1.750 L;6.0000;54.000000;1.7500;
760702;CACIQUE GOLDEN 0.750 L;12.0000;288.000000;0.7500;
768956;CACIQUE GOLDEN 1,002 L;9.0000;108.000000;1.0020;
696639;CACIQUE LEYENDA;12.0000;6.000000;0.7500;
106832;CACIQUE MONEDA DE ORO 0.700 L;12.0000;48.000000;0.7500;
750420;CACIQUE MONEDA DE ORO 1.002 L;12.0000;48.000000;1.0000;
100046;GORDON’S GIN            ;12.0000;60.000000;0.7000;
101564;GORDON’S VODKA;12.0000;24.000000;0.7000;
107485;GORDON’S VODKA PARCHITA;12.0000;72.000000;0.7000;
688413;GORDON’S VODKA UVA;12.0000;12.000000;0.7000;
104122;JW BLACK LABEL 750ML;12.0000;204.000000;0.7500;
773035;JW BLACK LABEL ICONS;12.0000;72.000000;0.7000;
101226;JW BLUE LABEL 200Y ICONS;4.0000;3.000000;0.7000;
773033;JW GOLD LABEL ICONS;6.0000;24.000000;0.7500;
104508;JW GOLD LABEL RESERVE;6.0000;18.000000;0.7500;
672456;JW PLATINUM 18 ANOS;6.0000;1.000000;0.7500;
104128;OLD PARR;12.0000;1044.000000;0.7500;
100080;PAMPERO ANIVERSARIO FUNDA CUERO;6.0000;24.000000;0.7500;
103255;PAMPERO ORO;12.0000;36.000000;0.7500;
103254;PAMPERO SELECCION;6.0000;12.000000;0.7500;
104156;TANQUERAY GIN;12.0000;12.000000;0.7500;
103574;TANQUERAY N° TEN;12.0000;6.000000;0.7500;
ETCA;0;0;
FRANCISCO LOPEZ;0;0;
GUSTAVO NAVAS;0;0;
SAMUEL BARRIOS;0;0;
